True,Pred,True_Label,Pred_Label
34,37,Pride,Respect
9,36,Contentment,Regret
34,37,Pride,Respect
35,40,Reflection,Sadness
30,35,Nature,Reflection
7,10,Complaint,Courage
40,25,Sadness,Longing
18,35,Happiness,Reflection
29,40,Mixed,Sadness
37,46,Respect,Sorrow
19,0,Honesty,Admiration
13,40,Devotion,Sadness
40,26,Sadness,Love
16,15,Fear,Duty
27,54,Loyalty,Wisdom
0,36,Admiration,Regret
54,26,Wisdom,Love
37,13,Respect,Devotion
25,40,Longing,Sadness
37,38,Respect,Responsibility
35,40,Reflection,Sadness
32,40,Patriotism,Sadness
25,28,Longing,Melancholy
54,31,Wisdom,Patience
40,30,Sadness,Nature
16,18,Fear,Happiness
32,40,Patriotism,Sadness
12,7,Despair,Complaint
40,35,Sadness,Reflection
26,7,Love,Complaint
22,21,Joy,Integrity
22,25,Joy,Longing
40,25,Sadness,Longing
12,25,Despair,Longing
1,38,Anger,Responsibility
12,28,Despair,Melancholy
22,40,Joy,Sadness
37,36,Respect,Regret
20,8,Humility,Confidence
40,1,Sadness,Anger
38,47,Responsibility,Strategy
28,40,Melancholy,Sadness
13,40,Devotion,Sadness
35,40,Reflection,Sadness
25,40,Longing,Sadness
37,22,Respect,Joy
32,40,Patriotism,Sadness
18,40,Happiness,Sadness
35,40,Reflection,Sadness
28,40,Melancholy,Sadness
25,28,Longing,Melancholy
40,35,Sadness,Reflection
15,46,Duty,Sorrow
12,37,Despair,Respect
18,40,Happiness,Sadness
18,40,Happiness,Sadness
0,22,Admiration,Joy
37,38,Respect,Responsibility
18,40,Happiness,Sadness
33,37,Peace,Respect
40,25,Sadness,Longing
30,40,Nature,Sadness
26,9,Love,Contentment
26,40,Love,Sadness
22,26,Joy,Love
10,12,Courage,Despair
37,8,Respect,Confidence
35,40,Reflection,Sadness
47,37,Strategy,Respect
18,40,Happiness,Sadness
28,40,Melancholy,Sadness
40,28,Sadness,Melancholy
12,28,Despair,Melancholy
40,18,Sadness,Happiness
13,40,Devotion,Sadness
28,13,Melancholy,Devotion
38,36,Responsibility,Regret
29,40,Mixed,Sadness
46,53,Sorrow,Virtue
30,40,Nature,Sadness
22,34,Joy,Pride
40,28,Sadness,Melancholy
40,13,Sadness,Devotion
40,35,Sadness,Reflection
13,40,Devotion,Sadness
28,40,Melancholy,Sadness
29,40,Mixed,Sadness
12,28,Despair,Melancholy
22,40,Joy,Sadness
28,40,Melancholy,Sadness
25,40,Longing,Sadness
40,28,Sadness,Melancholy
18,40,Happiness,Sadness
26,18,Love,Happiness
32,18,Patriotism,Happiness
12,37,Despair,Respect
18,40,Happiness,Sadness
12,46,Despair,Sorrow
54,0,Wisdom,Admiration
40,28,Sadness,Melancholy
28,40,Melancholy,Sadness
46,37,Sorrow,Respect
30,40,Nature,Sadness
36,53,Regret,Virtue
0,8,Admiration,Confidence
31,53,Patience,Virtue
28,22,Melancholy,Joy
3,38,Calmness,Responsibility
5,10,Commitment,Courage
13,40,Devotion,Sadness
32,40,Patriotism,Sadness
54,22,Wisdom,Joy
40,26,Sadness,Love
46,0,Sorrow,Admiration
36,5,Regret,Commitment
50,54,Tenderness,Wisdom
53,36,Virtue,Regret
53,8,Virtue,Confidence
26,40,Love,Sadness
52,22,Understanding,Joy
45,26,Shyness,Love
35,40,Reflection,Sadness
17,20,Gratitude,Humility
18,35,Happiness,Reflection
18,16,Happiness,Fear
40,25,Sadness,Longing
26,40,Love,Sadness
0,34,Admiration,Pride
18,40,Happiness,Sadness
13,40,Devotion,Sadness
32,40,Patriotism,Sadness
26,18,Love,Happiness
17,0,Gratitude,Admiration
16,40,Fear,Sadness
28,25,Melancholy,Longing
37,54,Respect,Wisdom
32,40,Patriotism,Sadness
21,26,Integrity,Love
36,13,Regret,Devotion
25,40,Longing,Sadness
51,37,Thankfulness,Respect
46,4,Sorrow,Caution
24,36,Kindness,Regret
1,30,Anger,Nature
54,19,Wisdom,Honesty
13,8,Devotion,Confidence
37,38,Respect,Responsibility
18,40,Happiness,Sadness
7,12,Complaint,Despair
32,18,Patriotism,Happiness
40,13,Sadness,Devotion
25,12,Longing,Despair
18,40,Happiness,Sadness
26,38,Love,Responsibility
35,40,Reflection,Sadness
29,35,Mixed,Reflection
26,40,Love,Sadness
26,46,Love,Sorrow
34,15,Pride,Duty
0,7,Admiration,Complaint
46,37,Sorrow,Respect
40,29,Sadness,Mixed
4,53,Caution,Virtue
38,42,Responsibility,Self-Control
26,40,Love,Sadness
50,54,Tenderness,Wisdom
37,46,Respect,Sorrow
54,22,Wisdom,Joy
0,46,Admiration,Sorrow
1,40,Anger,Sadness
10,34,Courage,Pride
44,22,Shame,Joy
35,40,Reflection,Sadness
18,40,Happiness,Sadness
32,18,Patriotism,Happiness
40,28,Sadness,Melancholy
40,28,Sadness,Melancholy
38,22,Responsibility,Joy
25,40,Longing,Sadness
28,13,Melancholy,Devotion
29,35,Mixed,Reflection
1,40,Anger,Sadness
47,54,Strategy,Wisdom
46,22,Sorrow,Joy
37,36,Respect,Regret
6,37,Compassion,Respect
30,40,Nature,Sadness
25,40,Longing,Sadness
35,40,Reflection,Sadness
10,46,Courage,Sorrow
18,40,Happiness,Sadness
26,40,Love,Sadness
40,28,Sadness,Melancholy
35,40,Reflection,Sadness
36,20,Regret,Humility
12,40,Despair,Sadness
26,53,Love,Virtue
9,26,Contentment,Love
29,40,Mixed,Sadness
13,25,Devotion,Longing
36,21,Regret,Integrity
36,38,Regret,Responsibility
0,47,Admiration,Strategy
28,40,Melancholy,Sadness
8,36,Confidence,Regret
13,28,Devotion,Melancholy
26,40,Love,Sadness
13,40,Devotion,Sadness
40,12,Sadness,Despair
4,10,Caution,Courage
46,7,Sorrow,Complaint
54,15,Wisdom,Duty
28,40,Melancholy,Sadness
24,36,Kindness,Regret
25,40,Longing,Sadness
13,40,Devotion,Sadness
25,22,Longing,Joy
32,40,Patriotism,Sadness
27,54,Loyalty,Wisdom
29,32,Mixed,Patriotism
28,40,Melancholy,Sadness
42,24,Self-Control,Kindness
16,40,Fear,Sadness
20,36,Humility,Regret
46,26,Sorrow,Love
26,40,Love,Sadness
32,40,Patriotism,Sadness
28,40,Melancholy,Sadness
32,40,Patriotism,Sadness
12,28,Despair,Melancholy
46,34,Sorrow,Pride
37,0,Respect,Admiration
33,53,Peace,Virtue
30,40,Nature,Sadness
36,37,Regret,Respect
34,27,Pride,Loyalty
12,34,Despair,Pride
37,20,Respect,Humility
13,40,Devotion,Sadness
38,37,Responsibility,Respect
28,40,Melancholy,Sadness
10,22,Courage,Joy
36,24,Regret,Kindness
32,40,Patriotism,Sadness
22,40,Joy,Sadness
6,38,Compassion,Responsibility
40,28,Sadness,Melancholy
40,35,Sadness,Reflection
8,34,Confidence,Pride
36,20,Regret,Humility
16,40,Fear,Sadness
22,13,Joy,Devotion
46,51,Sorrow,Thankfulness
18,30,Happiness,Nature
28,40,Melancholy,Sadness
40,28,Sadness,Melancholy
36,46,Regret,Sorrow
51,37,Thankfulness,Respect
43,38,Self-Improvement,Responsibility
54,19,Wisdom,Honesty
28,40,Melancholy,Sadness
28,40,Melancholy,Sadness
40,18,Sadness,Happiness
41,22,Secrecy,Joy
23,54,Justice,Wisdom
38,0,Responsibility,Admiration
29,18,Mixed,Happiness
1,15,Anger,Duty
13,40,Devotion,Sadness
19,22,Honesty,Joy
0,37,Admiration,Respect
32,40,Patriotism,Sadness
30,40,Nature,Sadness
53,22,Virtue,Joy
25,14,Longing,Disgust
1,40,Anger,Sadness
54,34,Wisdom,Pride
40,28,Sadness,Melancholy
29,40,Mixed,Sadness
18,40,Happiness,Sadness
29,40,Mixed,Sadness
28,40,Melancholy,Sadness
29,18,Mixed,Happiness
18,29,Happiness,Mixed
29,40,Mixed,Sadness
35,40,Reflection,Sadness
26,36,Love,Regret
16,40,Fear,Sadness
32,40,Patriotism,Sadness
48,51,Strength,Thankfulness
40,18,Sadness,Happiness
30,40,Nature,Sadness
28,13,Melancholy,Devotion
18,40,Happiness,Sadness
28,25,Melancholy,Longing
18,40,Happiness,Sadness
22,40,Joy,Sadness
35,40,Reflection,Sadness
18,40,Happiness,Sadness
28,40,Melancholy,Sadness
53,37,Virtue,Respect
40,28,Sadness,Melancholy
18,40,Happiness,Sadness
40,35,Sadness,Reflection
32,40,Patriotism,Sadness
16,40,Fear,Sadness
46,7,Sorrow,Complaint
54,26,Wisdom,Love
15,7,Duty,Complaint
35,40,Reflection,Sadness
47,8,Strategy,Confidence
29,40,Mixed,Sadness
18,40,Happiness,Sadness
28,40,Melancholy,Sadness
47,10,Strategy,Courage
16,40,Fear,Sadness
30,40,Nature,Sadness
11,36,Decorum,Regret
15,37,Duty,Respect
25,40,Longing,Sadness
25,40,Longing,Sadness
25,28,Longing,Melancholy
8,47,Confidence,Strategy
18,40,Happiness,Sadness
18,26,Happiness,Love
32,40,Patriotism,Sadness
16,40,Fear,Sadness
16,18,Fear,Happiness
40,25,Sadness,Longing
25,40,Longing,Sadness
35,40,Reflection,Sadness
22,40,Joy,Sadness
54,34,Wisdom,Pride
15,37,Duty,Respect
28,40,Melancholy,Sadness
44,8,Shame,Confidence
12,40,Despair,Sadness
13,28,Devotion,Melancholy
30,40,Nature,Sadness
35,26,Reflection,Love
5,20,Commitment,Humility
35,40,Reflection,Sadness
50,54,Tenderness,Wisdom
28,40,Melancholy,Sadness
18,40,Happiness,Sadness
32,40,Patriotism,Sadness
34,10,Pride,Courage
29,40,Mixed,Sadness
32,40,Patriotism,Sadness
12,7,Despair,Complaint
40,13,Sadness,Devotion
30,40,Nature,Sadness
25,40,Longing,Sadness
15,47,Duty,Strategy
22,37,Joy,Respect
40,28,Sadness,Melancholy
7,46,Complaint,Sorrow
1,30,Anger,Nature
15,22,Duty,Joy
28,40,Melancholy,Sadness
26,18,Love,Happiness
18,1,Happiness,Anger
40,28,Sadness,Melancholy
13,28,Devotion,Melancholy
0,36,Admiration,Regret
38,37,Responsibility,Respect
35,40,Reflection,Sadness
46,26,Sorrow,Love
22,0,Joy,Admiration
40,30,Sadness,Nature
22,26,Joy,Love
28,40,Melancholy,Sadness
22,40,Joy,Sadness
0,22,Admiration,Joy
25,40,Longing,Sadness
3,37,Calmness,Respect
26,30,Love,Nature
42,47,Self-Control,Strategy
33,37,Peace,Respect
26,40,Love,Sadness
28,40,Melancholy,Sadness
32,40,Patriotism,Sadness
25,40,Longing,Sadness
42,38,Self-Control,Responsibility
20,9,Humility,Contentment
15,0,Duty,Admiration
22,13,Joy,Devotion
54,36,Wisdom,Regret
22,40,Joy,Sadness
40,30,Sadness,Nature
54,15,Wisdom,Duty
35,40,Reflection,Sadness
52,37,Understanding,Respect
15,8,Duty,Confidence
28,40,Melancholy,Sadness
42,33,Self-Control,Peace
16,40,Fear,Sadness
16,40,Fear,Sadness
23,47,Justice,Strategy
35,40,Reflection,Sadness
30,40,Nature,Sadness
11,26,Decorum,Love
34,46,Pride,Sorrow
46,53,Sorrow,Virtue
35,40,Reflection,Sadness
35,18,Reflection,Happiness
22,17,Joy,Gratitude
44,54,Shame,Wisdom
16,18,Fear,Happiness
37,34,Respect,Pride
25,40,Longing,Sadness
13,0,Devotion,Admiration
18,26,Happiness,Love
52,0,Understanding,Admiration
30,18,Nature,Happiness
29,18,Mixed,Happiness
32,40,Patriotism,Sadness
34,37,Pride,Respect
9,5,Contentment,Commitment
45,37,Shyness,Respect
35,40,Reflection,Sadness
18,40,Happiness,Sadness
4,37,Caution,Respect
18,40,Happiness,Sadness
36,42,Regret,Self-Control
22,46,Joy,Sorrow
30,40,Nature,Sadness
29,40,Mixed,Sadness
35,29,Reflection,Mixed
16,40,Fear,Sadness
22,40,Joy,Sadness
19,42,Honesty,Self-Control
25,28,Longing,Melancholy
12,28,Despair,Melancholy
54,22,Wisdom,Joy
30,40,Nature,Sadness
18,40,Happiness,Sadness
25,40,Longing,Sadness
18,40,Happiness,Sadness
5,10,Commitment,Courage
37,46,Respect,Sorrow
37,0,Respect,Admiration
40,18,Sadness,Happiness
25,40,Longing,Sadness
37,42,Respect,Self-Control
54,3,Wisdom,Calmness
13,28,Devotion,Melancholy
52,26,Understanding,Love
38,22,Responsibility,Joy
12,28,Despair,Melancholy
35,40,Reflection,Sadness
13,40,Devotion,Sadness
15,37,Duty,Respect
17,26,Gratitude,Love
29,32,Mixed,Patriotism
26,3,Love,Calmness
1,40,Anger,Sadness
22,28,Joy,Melancholy
28,40,Melancholy,Sadness
48,21,Strength,Integrity
34,33,Pride,Peace
40,18,Sadness,Happiness
16,40,Fear,Sadness
28,40,Melancholy,Sadness
